['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00002.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00002.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00002.npy', '民用 航空器 抵押 权 适用 民用 航空器 国籍 登记 国 法律', 21]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00025.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00025.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00025.npy', '地处 贫困 山区 的 浙江 江山市 大 峦 口 乡 叶 家 洋 村 利用 当地 毛竹 资源 创办 叶 家 洋 竹器 厂', 6]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00026.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00026.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00026.npy', '最后 该 议案 以 三百一十 票 反对 二百九十一 票 赞成 而 遭到 否决 迪 尼 政府 幸 免于 难', 3]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00027.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00027.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00027.npy', '发射 约 二 十分钟 后 飞行 样机 打开 降落伞 溅 落在 北纬 二十 八度 五 十一分 东经 一百四十 三度 四十分 的 太平洋 海 面上', 2]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00028.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00028.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00028.npy', '我 爱花 爱 自然界 的 花 更 爱 用 各种 文艺 形式 塑造 培育 的 生命 生活 的 花 友谊 的 花', 4]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00029.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00029.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00029.npy', '这种 电热 杯 可以 壁 用 也 可以 立 用 不怕 摇晃 颠簸 盖 口 有 密封圈 盖上 有 蜂 鸣 装置', 24]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00030.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00030.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00030.npy', '喂 今年 秧田 除 稗 有 什么 好 药 一 位 腋下 夹 根 烟筒 杆 的 老农 抢先 问道', 1]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00031.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00031.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00031.npy', '昔日 的 高 母 村 七百 口 人 仅 光棍 汉 就 有 二百多 庄 户 人 穷 得 连 个 称 盐 打油 的 钱 也 没有', 22]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00032.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00032.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00032.npy', '几 处 坳 口 被 战火 燃烧 过 青烟 依然 飘 袅 而 升 朝 河谷 上空 弥散 直到 与 天地 融为一体', 19]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00033.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00033.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00033.npy', '而 三菱 银行 和 东京 银行 的 合并 原因 则 在于 三菱 银行 看中 了 东京 银行 的 六十 六家 海外 分行', 6]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00034.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00034.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00034.npy', '时来运转 遇上 眼前 这位 知音 姑娘 还 因 工程 吃紧 屡 推 婚期', 35]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00035.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00035.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00035.npy', '我国 古代 有人 曾 根据 语句 有否 押韵 把 文学作品 分为 韵文 与 散文 两个 大 类', 29]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00036.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00036.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00036.npy', '国防大学 政委 王茂 润 中将 与 延安 八一 敬老院 八 十五岁 的 老红军 柴 福耀 亲切 交谈', 20]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00037.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00037.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00037.npy', '下游 饮 牛 上游 洗 耳 即然 你 已 知道 自己 双耳 已 污 为什么 又 来 弄脏 我 的 牛 口', 33]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00038.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00038.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00038.npy', '中国 体育 杂志社 七月 十一日 在 北京 举行 了 向 中国 奥运 健儿 赠送 体育 摄影 画册 仪式', 29]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00039.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00039.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00039.npy', '走出 村子 老远 老远 我 还 回头 张望 那个 安宁 恬静 的 小院 那个 使 我 终身 难忘的 小院', 24]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00040.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00040.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00040.npy', '大概 迨 至 明清 之际 月饼 才 越 制 越 精 吃月饼 之风 也 就 逐渐 盛行 起来', 14]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00041.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00041.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00041.npy', '拉 几个 电子 的 碳 原子 控制 电子 的 能力 弱 容易 被 掺 杂物 夺走 电子 而 留下 空位', 30]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00042.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00042.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00042.npy', '不 除了 这个 养 牛场 我 还 扶持 了 一百二 十个 养牛 专业户 您 刚才 看 过 的 李 长远 和 李 长江 两家 就是 其中 之一', 26]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00043.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00043.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00043.npy', '其 目的 与 用意 显而易见 扰乱 正常 税收 秩序 别有用心 另有 图谋', 31]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00044.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00044.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00044.npy', '它 是 利用 光波 扫描 配合 激光 过滤 以 化学 物 矽 去 造 模 最后 以 一 种 电脑技术 制作 而成', 20]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00045.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00045.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00045.npy', '小 奥斯卡 发现 周围 的 世界 太 过 荒诞 就 暗 下决心 要 永远 做 小孩子', 18]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00046.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00046.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00046.npy', '连队 只 留下 一名 值班员 炊事员 饲养员 卫生员 等 也 列队 跑步 赶往 灾区', 36]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00047.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00047.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00047.npy', '舱 外 两岸 一排排 一幢幢 古建筑 连绵 不断地 迎面 扑 来 又 迅速 隐没 在 我们 后面', 21]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00048.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00048.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00048.npy', '一九四一 年 十一月 陕甘宁 边区 根据 三三 制 原则 举行 参 议会 议员 竞选 一 位 名叫 森 健 的 学员 被 推 为 候选人', 12]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00049.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00049.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00049.npy', '被 赶 下 王位 后 还要 被 众 猴 推下 怒江 淹死 所以 叫 葬 王 滩', 33]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00050.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00050.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00050.npy', '亲 英 的 北爱尔兰 新 教派 武装 十二日 晚 发表 声明 威胁 要 报复 爱尔兰 共和 军', 6]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00051.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00051.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00051.npy', '她 的 嗓音 甜润 且 音域 宽厚 高低 自然 运用 自如 并 有 优 美的 装饰 颤音', 9]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00052.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00052.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00052.npy', '我 就这样 游 注意 手臂 推 水 时 别太 猛 两腿 后 蹬 时 也 要 用劲 均匀 你 总 喜欢 用力 过 猛', 14]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00053.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00053.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00053.npy', '可 别小看 这些 白 糁 糁 在 国际市场 一 公斤 能 卖 两千多 美元 该厂 一年 能 生产 五 吨 相当于 十几 吨 黄金', 29]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00054.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00054.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00054.npy', '在 河南省 临颍县 提起 县 公安局 局长 钮 遂 长 人们 无 不 称赞 而 犯罪分子 则 闻风丧胆', 32]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00055.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00055.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00055.npy', '刘 积 松 原是 钦州 地区 的 钦州 市长 地区 撤 县 建 市 后 改任 钦州市 的 钦 北 区委书记', 27]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00056.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00056.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00056.npy', '新华社 波恩 一月 三日 消息 西德 人类 学家 经 考古 发现 远在 石器时代 的 人 就 患有 癌症', 19]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00057.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00057.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00057.npy', '这 片 种植 区 的 种子 是 大同 糖厂 发售 的 又 订 了 合同 为 菜农 服务 也是 大同 糖厂 做 的', 35]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00058.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00058.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00058.npy', '老 元 好 凑热闹 别人 炒股 便 跟着 发烧 但 他 的 娘子 元 二嫂 却 只 想笑', 13]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00059.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00059.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00059.npy', '侯 宗 宾 王维 澄 刘云山 王旭东 王刚 龚 育 之 刘胜 玉 刘海 藩 杨春 贵 等 出席 典礼', 10]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00060.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00060.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00060.npy', '周 谷城 费孝通 王 照 华 匡 亚明 臧克家 罗 竹 风 吴 富 恒 等 名人 学者 为 本书 顾问', 28]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00061.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00061.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00061.npy', '其中 三十 号 居民 邵 桃 阿婆 当场 被 压死 然后 又 凶狠 地 扑向 北园 酒家 东楼', 34]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00062.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00062.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00062.npy', '诚然 并非 所有 舞团 都 像 芭蕾舞团 那样 幸运 芭蕾舞团 也 并非 所有 剧目 都 受欢迎', 34]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00063.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00063.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00063.npy', '乔 与 她 山西 相恋 共同 返 城 养老 育儿 又 双双 面临 待业 窘迫', 22]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00064.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00064.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00064.npy', '几年前 我终于 有 机会 到了 向往 已 久 充满 梦幻 色彩 的 阿 佤 山 考察 沧源 崖 画', 17]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00065.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00065.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00065.npy', '二婶 因 熬 不 下 苦日子 把 不满 三 周岁 的 男孩 丁 玉 帅 甩 给 丁 效 增 也 远走 他乡', 41]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00066.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00066.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00066.npy', '雌 鸟 单独 孵卵 和 照顾 后代 而 雄 鸟 则 继续 忙于 修饰 亭子 引诱 异性', 25]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00067.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00067.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00067.npy', '与 王伟 四平市 货车 司机 杜 大平 岳 玉杰 装卸工 刘 春山 一同 追赶 逃跑 的 案犯', 11]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00068.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00068.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00068.npy', '比昂 迪 获 亚军 成绩 为 二十 二秒 一六 贾 格尔 名列 第三 成绩 是 二十 二秒 二八', 30]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00069.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00069.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00069.npy', '它 的 外形 特征 是 头 中等 大 鼻梁 多 微 隆 眼 大 明亮 耳 较 短 厚 颈 细 前胸 宽广 蹄 小 而 质 坚', 32]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00070.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00070.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00070.npy', '人类 生存 与 发展 仍然 面临 种种 威胁 与 困扰 国际形势 仍 存在 诸多 不稳定 因素', 39]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00071.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00071.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00071.npy', '这 棵 小苗 植根于 合肥 科技 城 之 沃土 又 兼有 灵活 的 运营 机制 一时 蓬蓬 勃勃 名扬 四方', 43]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00072.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00072.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00072.npy', '至于 业 已 结婚 成家 的 人员 可以 不 考虑 农转非 因为 这些人 农转非 已 无 实际 意义', 0]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00073.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00073.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00073.npy', '这 中间 最 让 人 瞠目结舌 的 例子 大 概要 算 唐 摭 言 卷二 所 记 的 那位 王 泠 然 了', 0]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00074.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00074.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00074.npy', '他 穷追不舍 深 挖 细 查 终于 弄清 被告 与 该 奶牛 站 是 两 块 牌子 一 套 班子', 36]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00075.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00075.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00075.npy', '结果 大夫 在 我 两眼 眼 皮下 抽掉 一块 肉 尤其 是 内 眼角 抽 得 更 宽 比 卫生 筷子 还 宽', 42]
['/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-spec-00076.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-mel-00076.npy', '/ssd1/npy_tacotron_THCHS_id_num_60/THCHS-wav-00076.npy', '他们 不 因循守旧 不 唯唯诺诺 敢于 奋斗 也 敢于 理解 要 奋斗 就会 有 牺牲 的 奋斗 观', 14]
